Date,Close,High,Low,Open,Volume
,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL
2004-08-19,2.4938108921051025,2.586266376790336,2.3849518583917866,2.485361203221981,893181924
2004-08-20,2.6918938159942627,2.711031763810558,2.4977875165028354,2.510463115613272,456686856
2004-08-23,2.718984842300415,2.8203875014498747,2.7102860551771575,2.7525375775306387,365122512
2004-08-24,2.6063973903656006,2.773662870234697,2.574088252266053,2.7647154583711613,304946748
2004-08-25,2.6344828605651855,2.6841900486082326,2.5817933596322864,2.608635122782801,183772044
2004-08-26,2.6819522380828857,2.682946500166814,2.6011783295560473,2.6083856049336633,141897960
2004-08-27,2.6382100582122803,2.6995988192374147,2.6267780563057177,2.6866748321607354,124235640
2004-08-30,2.5353169441223145,2.6218073353702684,2.5353169441223145,2.61658834686181,103935960
2004-08-31,2.544264078140259,2.5775674801505923,2.5390450897173182,2.5425241785471475,98357544
2004-09-01,2.49157452583313,2.559176300998714,2.477159027048267,2.552465564286135,182765052
2004-09-02,2.5228891372680664,2.5442635196708854,2.459015561884407,2.4652288111089464,302373324
2004-09-03,2.485609531402588,2.52860598002986,2.468459871825051,2.508971493970394,103048848
2004-09-07,2.524629592895508,2.535068516892578,2.47566827843073,2.5104631921130207,116950932
2004-09-08,2.5425240993499756,2.5606668378599404,2.4977875125799884,2.5037523750302895,99712188
2004-09-09,2.5427722930908203,2.5527137306744705,2.5102150025480285,2.548240616529115,81234684
2004-09-10,2.617830514907837,2.648400699937811,2.5176702711707324,2.5251268816566075,173977848
2004-09-13,2.671762704849243,2.694379740671903,2.6459149683474963,2.650139694345464,156882960
2004-09-14,2.770928382873535,2.783603980184006,2.654115976858716,2.6705199974534035,216579204
2004-09-15,2.783604145050049,2.8390278021410316,2.7388675619128677,2.7478149732544788,214261524
2004-09-16,2.8325655460357666,2.8780477679951577,2.77490521182435,2.792053924150154,185326488
2004-09-17,2.9200501441955566,2.9200501441955566,2.8221275247438475,2.8437493505753393,189450360
2004-09-20,2.966526746749878,3.022198558134035,2.902155674670136,2.9066297357725905,212575212
2004-09-21,2.9287490844726562,2.9928717642128166,2.9205475473586446,2.9777103928062236,144575280
2004-09-22,2.942169666290283,2.974231601324674,2.903149790552184,2.9178136772236125,151624224
2004-09-23,3.0028133392333984,3.047798075045942,2.9083686226793075,2.953602693566467,170713116
2004-09-24,2.978208065032959,3.084333172584733,2.976468165547493,3.0057957010090264,182469348
2004-09-27,2.9391872882843018,3.0043039983379263,2.9277550498065428,2.971497373763177,141322536
2004-09-28,3.1529288291931152,3.166349354318999,2.987651882239412,3.0147429779150277,338581080
2004-09-29,3.2578108310699463,3.3557344044115816,3.1372711682682173,3.1489525052729683,610329060
2004-09-30,3.221027374267578,3.288132609467551,3.206115336564152,3.2284839850829328,275160564
2004-10-01,3.295091152191162,3.3363476986955893,3.203629937712564,3.250851346030813,302497200
2004-10-04,3.3567283153533936,3.4017130519365923,3.3311289667791533,3.361450764368902,260455284
2004-10-05,3.4389941692352295,3.4429707443089925,3.286640955963472,3.3467870683287004,299464236
2004-10-06,3.4069321155548096,3.440982337595534,3.3800903531292903,3.418613689205782,267628104
2004-10-07,3.4509236812591553,3.4765230297058975,3.3937598853380853,3.4029554482444158,282301416
2004-10-08,3.4230873584747314,3.4715511792008793,3.405441161225469,3.4476917323163234,221390388
2004-10-11,3.361699104309082,3.451172037109299,3.326655805345958,3.404943704002542,209442348
2004-10-12,3.4148850440979004,3.4201052159067524,3.31547067714033,3.341318412549298,233310456
2004-10-13,3.5018727779388428,3.5677344043128354,3.4814933676331057,3.5620188779675477,395324280
2004-10-14,3.529212713241577,3.5386564271609586,3.4437154085393042,3.5046073904669957,208842948
2004-10-15,3.581653118133545,3.6161998801742676,3.5279693550980844,3.6020337163718406,263895840
2004-10-18,3.7071645259857178,3.7081585513419126,3.509578189503389,3.5590372257887393,280726992
2004-10-19,3.676842212677002,3.7876895211502553,3.662178328049011,3.7404674037034966,362197440
2004-10-20,3.4916832447052,3.702938236965767,3.469562986189824,3.679078789433216,454453092
2004-10-21,3.712631940841675,3.7312721659260446,3.5197680515445895,3.5888615755806788,582996420
2004-10-22,4.285507678985596,4.477875032370323,4.077979899403556,4.238534651962662,1474200324
2004-10-25,4.657567024230957,4.832287712961579,4.288490447846983,4.384176406380956,1309257432
2004-10-26,4.518386363983154,4.787798954538723,4.473650015372121,4.631221260829207,891391716
2004-10-27,4.622025966644287,4.710256497046872,4.517640983944212,4.541252284443984,533725740
2004-10-28,4.804202079772949,4.831293176943018,4.612830182929726,4.639671708233056,593278128
2004-10-29,4.738091945648193,4.969479157876565,4.737097920342336,4.943133935489635,845653500
2004-11-01,4.872053146362305,4.912813395756827,4.753750393937004,4.810416469942585,488507004
2004-11-02,4.843222141265869,4.9520804473100455,4.805195350735974,4.940398875639507,453398148
2004-11-03,4.763690948486328,5.01048671898881,4.740825526684096,4.925486906155781,554992452
2004-11-04,4.590461254119873,4.732127154765643,4.556908754117357,4.683414228756344,575807616
2004-11-05,4.208958625793457,4.530812576702635,4.189075750753845,4.52285942668679,792530676
2004-11-08,4.288489818572998,4.3603163147290385,4.21020097411772,4.248227295485437,447224328
2004-11-09,4.192804336547852,4.354352169717228,4.107556358531885,4.327013393070891,442125432
2004-11-10,4.171927452087402,4.287744434578702,4.133900652801799,4.24176543208002,425334240
2004-11-11,4.548706531524658,4.5668495035393075,4.164717781571835,4.203489498880478,598820580
2004-11-12,4.5233564376831055,4.717214557196072,4.409028858667529,4.603632852260712,669174156
2004-11-15,4.594686031341553,4.680431248620901,4.442582167937134,4.484833688366416,475583940
2004-11-16,4.288241863250732,4.460476760632348,4.2457417157899116,4.411515685289909,835859304
2004-11-17,4.287247180938721,4.411515496566022,4.200259312642521,4.200757035644287,724590684
2004-11-18,4.163973808288574,4.3349660470861195,4.1189878893806195,4.232320978864856,664518816
2004-11-19,4.210201740264893,4.224617240633176,4.138623382227291,4.202745838891756,350421228
2004-11-22,4.103331089019775,4.2126871408918936,4.009135936881043,4.087673413381463,494233272
2004-11-23,4.163476467132568,4.245741893510897,4.138126215429864,4.174660318135951,496035468
2004-11-24,4.343416213989258,4.404308435109756,4.287496013848096,4.344907962354331,610628760
2004-11-26,4.458488464355469,4.474394763097178,4.357333724233133,4.369263448289415,258944796
2004-11-29,4.4997453689575195,4.546967014530521,4.411763478740152,4.482596894241392,426237336
2004-11-30,4.5228590965271,4.548210293119302,4.479862648776234,4.491295123500369,307692000
2004-12-01,4.472654819488525,4.535782757722782,4.462464522456788,4.522112662262323,314249436
2004-12-02,4.458736419677734,4.511177762422302,4.437610897187375,4.471163392613006,250185564
2004-12-03,4.483591079711914,4.49999415446731,4.414000311682619,4.47240628254204,234533232
2004-12-06,4.381442070007324,4.491045771347409,4.374731098089253,4.452025904634439,249909840
2004-12-07,4.260653972625732,4.379205345096686,4.238782573955157,4.374234744879157,274561164
2004-12-08,4.224616527557373,4.31657404968406,4.193548856366991,4.233811853556239,301370328
2004-12-09,4.310360431671143,4.31210080454859,4.187087097729148,4.231326665917585,305853840
2004-12-10,4.266121864318848,4.346398280995823,4.257174690118178,4.31036048592238,172515312
2004-12-13,4.236298084259033,4.3041484874785665,4.211443660482417,4.27904638609901,192551256
2004-12-14,4.441092014312744,4.444322715333757,4.215172151181619,4.24996730316314,443092464
2004-12-15,4.468181610107422,4.490798408719783,4.390638165273357,4.4236934134651325,458381160
2004-12-16,4.385915756225586,4.485827849433541,4.3729920064927015,4.397845480649225,342569088
2004-12-17,4.475637912750244,4.486075888593099,4.387904170876133,4.393122922012118,295152552
2004-12-20,4.598413944244385,4.683910536121955,4.520125101117073,4.523356748782761,392986620
2004-12-21,4.566850662231445,4.669496691803689,4.558152584615616,4.630475866338915,220431348
2004-12-22,4.6302266120910645,4.643896709239389,4.548458916053374,4.570577991349805,156123720
2004-12-23,4.669992446899414,4.687390494376057,4.622771272419625,4.658808596684149,144439416
2004-12-27,4.769656658172607,4.804202236076335,4.699817260311501,4.70105943683475,243919836
2004-12-28,4.790781021118164,4.810415742211286,4.747286853361583,4.774626572216097,165666168
2004-12-29,4.794260501861572,4.8096704994069785,4.76642447710062,4.76642447710062,107016876
2004-12-30,4.911072254180908,4.926730400748904,4.768164199638671,4.79600022060166,235935828
2004-12-31,4.79152774810791,4.967739231350497,4.785811273336359,4.951584779572918,306433260
2005-01-03,5.0380754470825195,5.061189023949908,4.857885966560265,4.90610259181388,633134232
2005-01-04,4.834026336669922,5.043542637042823,4.808676558761562,5.005516786252977,549685764
2005-01-05,4.809422492980957,4.893675023276273,4.777609892296797,4.807930744556592,329134536
2005-01-06,4.686147689819336,4.868821517910003,4.665519887446286,4.848442340272841,415068516
2005-01-07,4.817871570587158,4.827813244312821,4.6918638277717255,4.738091923918265,386129484
2005-01-10,4.8479437828063965,4.9234986959694425,4.767667368328747,4.834025535701466,301282416
2005-01-11,4.810166835784912,4.913807357502622,4.801219660441124,4.861862310707013,278069652
2005-01-12,4.855897426605225,4.869567050410638,4.734612132527384,4.82980130258661,326784888
2005-01-13,4.854654788970947,4.905853958977723,4.822842190630552,4.855897438995438,273702024
2005-01-14,4.96997594833374,4.970970447308173,4.824831190869954,4.871307442941787,385226388
2005-01-18,5.06765079498291,5.095486818088771,4.937416907060278,4.994829326277905,526377096
2005-01-19,4.903615951538086,5.102445622697831,4.88895325068529,5.086289752935118,449857692
2005-01-20,4.819611549377441,4.877520272516529,4.771892651278907,4.784319151676922,359703936
2005-01-21,4.679437637329102,4.855400964425943,4.675461062289789,4.835020839760372,369965664
2005-01-24,4.491544246673584,4.705533408468717,4.48160304660984,4.689627109510017,560347092
2005-01-25,4.402070999145508,4.529322349359912,4.38144319659313,4.52186550150212,425941632
2005-01-26,4.703297138214111,4.707522338033429,4.452523809731462,4.4555063594357955,491823684
2005-01-27,4.674466609954834,4.693851760340815,4.602888265785209,4.691366933935497,264830904
2005-01-28,4.730635643005371,4.838997189386129,4.631221271653552,4.722682493297226,487839672
2005-01-31,4.8618621826171875,4.880254729425377,4.764934057637371,4.813895132792071,383484132
2005-02-01,4.769406795501709,4.887710013393266,4.73784376917679,4.831043941269741,752806440
2005-02-02,5.11884880065918,5.388261870505931,5.061686423997232,5.357195145255109,1310660028
2005-02-03,5.240631103515625,5.303014117331204,5.115120148945584,5.119593972716475,519004476
2005-02-04,5.079082012176514,5.1633359426342755,5.0353396969049635,5.131523349709512,592179228
2005-02-07,4.872053146362305,5.129784650114843,4.859129395857175,5.101452322468438,517897584
2005-02-08,4.936921119689941,4.971219494682919,4.834772342505126,4.895166843890758,458740800
2005-02-09,4.761453628540039,5.0104870371672146,4.708764131382301,4.989610138077679,686173140
2005-02-10,4.671980857849121,4.777111699321639,4.6041309369032835,4.7711466004946885,758548692
2005-02-11,4.657567024230957,4.779846359724699,4.62451082445274,4.639174949064247,524115360
2005-02-14,4.7964982986450195,4.798734974153638,4.498503790112656,4.544482791834399,1540945512
2005-02-15,4.852170467376709,4.966745274125286,4.7987350900508,4.8116588410786205,1030280688
2005-02-16,4.931204319000244,4.954069269389718,4.8290555485669735,4.8389972225557525,660630708
2005-02-17,4.9185285568237305,4.964508027942003,4.891438407728041,4.916789604521805,416159424
2005-02-18,4.919771194458008,4.941890741325003,4.887709501343567,4.933689441491085,339096564
2005-02-22,4.756234645843506,4.943381801531445,4.731878422614808,4.883733183056778,538808652
2005-02-23,4.820357322692871,4.833529696981715,4.688881257379588,4.804201925371655,622816560
2005-02-24,4.6945977210998535,4.718457169596644,4.52907238277884,4.557406129028751,1031539428
2005-02-25,4.619539737701416,4.7201972335276245,4.610592562596055,4.701059286120762,398541060
2005-02-28,4.672228813171387,4.7189546294060225,4.619042543238221,4.622770966634243,312423264
2005-03-01,4.624261856079102,4.7159712230999125,4.523356689885483,4.704539222274308,372075552
2005-03-02,4.602390766143799,4.664276064552834,4.582011589492518,4.621527766317578,291128580
2005-03-03,4.647873401641846,4.666264527402161,4.580767932056099,4.626002003364147,304039656
2005-03-04,4.620285511016846,4.653838008893139,4.599656762851831,4.640168385023002,270693036
2005-03-07,4.692609786987305,4.712244036505595,4.648369740641438,4.66701043841131,346349304
2005-03-08,4.602888584136963,4.718457408877638,4.597172109653812,4.699817184196062,321522156
2005-03-09,4.507201671600342,4.589218944061413,4.477626694653386,4.578283244590482,453961584
2005-03-10,4.473152160644531,4.503473957317679,4.4090292420005905,4.498751508444926,437981580
2005-03-11,4.418970584869385,4.497259423559434,4.402816136023568,4.484584773321704,320810868
2005-03-14,4.349132537841797,4.433883258450639,4.288987613699192,4.4321438325601035,445418136
2005-03-15,4.439103126525879,4.473650124501708,4.329747552412315,4.356837702819571,416467116
2005-03-16,4.364293098449707,4.439103094764924,4.349630396000434,4.391632820531582,283967748
2005-03-17,4.456003665924072,4.464701743269326,4.3692639400769595,4.402320138413834,330093576
2005-03-18,4.474644184112549,4.4835913594073515,4.431646786467054,4.444073760844385,283316400
2005-03-21,4.49552059173584,4.527581339160131,4.405302027340577,4.455505748096802,299048652
2005-03-22,4.438853740692139,4.521865033206469,4.420214464403565,4.502976185063831,225042732
2005-03-23,4.448298454284668,4.479614274608787,4.423196357227487,4.423196357227487,193606200
2005-03-24,4.4550089836120605,4.49502288021132,4.45376586009355,4.491046305664678,148059792
2005-03-28,4.508942127227783,4.592947934303762,4.497260552131705,4.515404476672835,349170480
2005-03-29,4.4629621505737305,4.5551692396267764,4.425681231282476,4.4997453468847235,258661080
2005-03-30,4.484833717346191,4.509687190910986,4.463707246638716,4.489556166201742,249194556
2005-03-31,4.486324787139893,4.508195712586742,4.414994589174075,4.42269958791864,270473256
2005-04-01,4.474644184112549,4.546967460661906,4.473400586890078,4.517392483456818,247032720
2005-04-04,4.605125427246094,4.605871301460228,4.46967372281749,4.472406700652263,322732944
2005-04-05,4.686644554138184,4.728646976782003,4.661791080439355,4.665767655174003,349118532
2005-04-06,4.7027997970581055,4.713486871981182,4.662039548082646,4.703297046522777,209893896
2005-04-07,4.815634727478027,4.837008401780253,4.688384339076963,4.6918636642957265,387300312
2005-04-08,4.773134708404541,4.848937772128946,4.7582224362084125,4.813894477074509,204459336
2005-04-11,4.802462577819824,4.841482448041119,4.779845307574072,4.7989823056400045,216203580
2005-04-12,4.820606231689453,4.832038233633893,4.707522232339291,4.796746781732336,292491216
2005-04-13,4.795005798339844,4.8295527923624775,4.715474782175799,4.8084272699998225,261969768
2005-04-14,4.758222579956055,4.830546794471175,4.724670084893841,4.803456647293492,245861892
2005-04-15,4.5979180335998535,4.730635809655352,4.589467160577255,4.724670710378655,462632904
2005-04-18,4.646879196166992,4.669496470034536,4.560389043619303,4.5874791948854305,261749988
